Chromophore,Solvent,Lifetime (ns)
N#Cc1cccc2[nH]ccc12,O,9.1
N#Cc1ccc2[nH]ccc2c1,O,0.3
N#Cc1ccc2cc[nH]c2c1,O,0.6
N#Cc1cccc2cc[nH]c12,O,2.0
N#Cc1cc2ccccc2[nH]1,C1CCOC1,2.9
N#Cc1c[nH]c2ccccc12,C1CCOC1,3.1
N#Cc1cccc2[nH]ccc12,C1CCOC1,5.3
N#Cc1ccc2[nH]ccc2c1,C1CCOC1,4.4
N#Cc1ccc2cc[nH]c2c1,C1CCOC1,3.7
N#Cc1cccc2cc[nH]c12,C1CCOC1,6.9
N#Cc1cc2ccccc2[nH]1,C1COCCO1,2.9
N#Cc1c[nH]c2ccccc12,C1COCCO1,3.0
N#Cc1cccc2[nH]ccc12,C1COCCO1,5.3
N#Cc1ccc2[nH]ccc2c1,C1COCCO1,4.2
N#Cc1ccc2cc[nH]c2c1,C1COCCO1,3.9
N#Cc1cccc2cc[nH]c12,C1COCCO1,7.5
N#Cc1cc2ccccc2[nH]1,CC#N,0.9
N#Cc1c[nH]c2ccccc12,CC#N,1.8
N#Cc1cccc2[nH]ccc12,CC#N,5.4
N#Cc1ccc2[nH]ccc2c1,CC#N,4.4
N#Cc1ccc2cc[nH]c2c1,CC#N,3.8
N#Cc1cccc2cc[nH]c12,CC#N,8.0
N#Cc1cc2ccccc2[nH]1,CC(C)O,
N#Cc1c[nH]c2ccccc12,CC(C)O,
N#Cc1cccc2[nH]ccc12,CC(C)O,5.7
N#Cc1ccc2[nH]ccc2c1,CC(C)O,4.6
N#Cc1ccc2cc[nH]c2c1,CC(C)O,3.7
N#Cc1cccc2cc[nH]c12,CC(C)O,9.0
N#Cc1cc2ccccc2[nH]1,CCO,
N#Cc1c[nH]c2ccccc12,CCO,
N#Cc1cccc2[nH]ccc12,CCO,5.7
N#Cc1ccc2[nH]ccc2c1,CCO,4.3
N#Cc1ccc2cc[nH]c2c1,CCO,3.7
N#Cc1cccc2cc[nH]c12,CCO,8.7
N#Cc1cc2ccccc2[nH]1,CO,
N#Cc1c[nH]c2ccccc12,CO,
N#Cc1cccc2[nH]ccc12,CO,5.8
N#Cc1ccc2[nH]ccc2c1,CO,2.9
N#Cc1ccc2cc[nH]c2c1,CO,3.5
N#Cc1cccc2cc[nH]c12,CO,8.2
N#Cc1cccc2[nH]ccc12,NC=O,7.8
N#Cc1ccc2[nH]ccc2c1,NC=O,5.4
N#Cc1ccc2cc[nH]c2c1,NC=O,4.2
N#Cc1cccc2cc[nH]c12,NC=O,15.7
N#Cc1cc2ccccc2[nH]1,OCC(F)(F)F,
N#Cc1c[nH]c2ccccc12,OCC(F)(F)F,
N#Cc1cccc2[nH]ccc12,OCC(F)(F)F,6.3
N#Cc1ccc2[nH]ccc2c1,OCC(F)(F)F,0.1
N#Cc1ccc2cc[nH]c2c1,OCC(F)(F)F,0.8
N#Cc1cccc2cc[nH]c12,OCC(F)(F)F,1.2
N#Cc1ccc2cc[nH]c2c1,[2H]OC([2H])([2H])C(F)(F)F,1.1
N#Cc1cc2ccccc2[nH]1,CS(C)=O,0.4
N#Cc1c[nH]c2ccccc12,CS(C)=O,0.2
N#Cc1cccc2[nH]ccc12,CS(C)=O,7.4
N#Cc1ccc2[nH]ccc2c1,CS(C)=O,7.1
N#Cc1ccc2cc[nH]c2c1,CS(C)=O,4.3
N#Cc1cccc2cc[nH]c12,CS(C)=O,14.5
N#Cc1cccc2[nH]ccc12,[2H]O[2H],9.3
N#Cc1ccc2[nH]ccc2c1,[2H]O[2H],0.4
N#Cc1ccc2cc[nH]c2c1,[2H]O[2H],0.8
N#Cc1cccc2cc[nH]c12,[2H]O[2H],2.3
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,C1CCCCC1,2.76
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,ClC(Cl)(Cl)Cl,4.1
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCOCCCC,4.15
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCOCC,4.45
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCC#N,4.54
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CN(C)C=O,4.35
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC1COC(=O)O1,4.4
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCCCCCCCO,4.19
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC(C)O,4.1
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCCO,3.95
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCO,3.91
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCO,3.8
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCCO,2.5
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCC(O)CO,1.95
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCC(F)(F)F,1.76
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OC(C(F)(F)F)C(F)(F)F,0.94
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,[2H]OC,4.2
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,[2H]OCC,4.5625
O=c1c2ccccc2sc2ccccc12,CC#N,1.5
O=c1c2ccccc2sc2ccccc12,CO,4.8
O=c1c2ccccc2sc2ccccc12,CC(C)O,3.1
O=c1c2ccccc2sc2ccccc12,CC(C)=O,0.5
O=c1c2ccccc2sc2ccccc12,OCCO,8.0
O=c1c2ccccc2sc2ccccc12,C1COCCO1,0.3
O=c1c2ccccc2sc2ccccc12,C1CCOC1,0.19
O=c1c2ccccc2sc2ccccc12,CCCCOC(C)=O,0.16
O=c1c2ccccc2sc2ccccc12,c1ccccc1,0.26
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CC#N,0.07
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CCO,1.7
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CO,2.55
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CC(C)O,1.3
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,OCCO,4.6
COc1cc(C=CC(=O)C=C(O)C=Cc2ccc(O)c(OC)c2)ccc1O,C1CCCCC1,0.064
COc1cc(C=CC(=O)C=C(O)C=Cc2ccc(O)c(OC)c2)ccc1O,c1ccccc1,0.201
COc1cc(C=CC(=O)C=C(O)C=Cc2ccc(O)c(OC)c2)ccc1O,CC#N,0.376
COc1cc(C=CC(=O)C=C(O)C=Cc2ccc(O)c(OC)c2)ccc1O,CO,0.148
COc1cc(C=CC(=O)C=C(O)C=Cc2ccc(O)c(OC)c2)ccc1O,CN(C)C=O,0.194
COc1cc(C=CC(=O)C=C(O)C=Cc2ccc(O)c(OC)c2)ccc1O,CS(C)=O,0.196
Nc1ccccn1,C1CCCCC1,24.2
Nc1ccccn1,CCOCC,10.8
Nc1ccccn1,CCO,5.1
Nc1ccccn1,CC#N,5.0
Nc1cccnc1,C1CCCCC1,26.5
Nc1cccnc1,CCOCC,7.7
Nc1cccnc1,CCO,6.5
Nc1cccnc1,CC#N,4.6
Nc1ccncc1,CCOCC,17.5
Nc1ccncc1,CCO,10.3
Nc1ccncc1,CC#N,3.4
Nc1ccccn1,O,24.4
Nc1cccnc1,O,21.1
Nc1ccncc1,O,2.3
Nc1cccc[nH+]1,O,11.2
CCC=CC=CC=CC=CCCCCCCCC(=O)O,CO,
CCC=CC=CC=CC=CCCCCCCCC(=O)O,CCOCC,
CCC=CC=CC=CC=CCCCCCCCC(=O)O,CCO,
CCC=CC=CC=CC=CCCCCCCCC(=O)O,CCCCCC,
CCC=CC=CC=CC=CCCCCCCCC(=O)O,CCCCO,1.5
CCC=CC=CC=CC=CCCCCCCCC(=O)O,CCCCCCCCCC,3.1
CCC=CC=CC=CC=CCCCCCCCC(=O)O,C1COCCO1,
CCC=CC=CC=CC=CCCCCCCCC(=O)O,ClC(Cl)Cl,
CCC=CC=CC=CC=CCCCCCCCC(=O)O,c1ccccc1,
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCCCCC,
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,ClC(Cl)(Cl)Cl,2.82
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,Cc1ccccc1,6.83
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOCC,6.6
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,C1CCOC1,2.01
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOC(C)=O,1.49
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,ClCCl,0.79
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,CCCCCC,1.41
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,ClC(Cl)(Cl)Cl,6.23
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,Cc1ccccc1,3.97
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,CCOCC,0.5
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,C1CCOC1,
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,CCOC(C)=O,
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,ClCCl,
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCCCCC,5.51
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,ClC(Cl)(Cl)Cl,8.82
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,Cc1ccccc1,6.79
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCOCC,2.81
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,C1CCOC1,
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCOC(C)=O,0.15
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,ClCCl,
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCCCCC,6.89
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,ClC(Cl)(Cl)Cl,9.25
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,Cc1ccccc1,5.75
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOCC,1.27
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,C1CCOC1,
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOC(C)=O,
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,ClCCl,
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCCCCC,7.04
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,ClC(Cl)(Cl)Cl,5.94
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,Cc1ccccc1,1.09
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOCC,
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,C1CCOC1,
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOC(C)=O,
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,ClCCl,
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,3.81
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CC(C)=O,3.65
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CC(=O)C(C)(C)C,3.39
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CCOC(C)=O,3.98
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,3.73
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,3.37
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CO,3.9
COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC#N,
COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC(C)=O,
COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC(=O)C(C)(C)C,
COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCOC(C)=O,
COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,C1CCOC1,6.42
COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCCCCC,5.78
COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CO,
COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC#N,
COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC(C)=O,
COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC(=O)C(C)(C)C,
COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCOC(C)=O,
COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,C1CCOC1,5.77
COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCCCCC,6.26
COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CO,
COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CC#N,
COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CC(C)=O,
COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CC(=O)C(C)(C)C,
COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CCOC(C)=O,
COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,C1CCOC1,5.7
COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CCCCCC,6.35
COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CO,
C(C=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)=Cc1ccncc1,CCCCCCC,
C(C=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)=Cc1ccncc1,C1COCCO1,1.32
C(C=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)=Cc1ccncc1,CC#N,2.52
C(C=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)=Cc1ccncc1,CO,
CN(C)c1ccc(C=CC=Cc2ccncc2)cc1,CCCCCCC,
CN(C)c1ccc(C=CC=Cc2ccncc2)cc1,C1COCCO1,0.11
CN(C)c1ccc(C=CC=Cc2ccncc2)cc1,CC#N,0.18
CN(C)c1ccc(C=CC=Cc2ccncc2)cc1,CO,
C(C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)=Cc1ccncc1,CCCCCCC,
C(C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)=Cc1ccncc1,C1COCCO1,1.24
C(C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)=Cc1ccncc1,CC#N,1.82
C(C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)=Cc1ccncc1,CO,
C(C=Cc1cc2c3c(c1)CCCN3CCC2)=Cc1ccncc1,CCCCCCC,
C(C=Cc1cc2c3c(c1)CCCN3CCC2)=Cc1ccncc1,C1COCCO1,0.25
C(C=Cc1cc2c3c(c1)CCCN3CCC2)=Cc1ccncc1,CC#N,0.57
C(C=Cc1cc2c3c(c1)CCCN3CCC2)=Cc1ccncc1,CO,
Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCCCOCCCC,
CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCCCOCCCC,
Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCCCOCCCC,
COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCCCOCCCC,
COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CCCCOCCCC,
Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCCCOCCCC,
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,CCCCOCCCC,
Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,C1COCCO1,
CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,C1COCCO1,
Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,C1COCCO1,
COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,C1COCCO1,
COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,C1COCCO1,
Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,C1COCCO1,
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,C1COCCO1,
Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCOC(C)=O,5.1
CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCOC(C)=O,3.8
Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,
COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,3.5
COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CCOC(C)=O,3.5
Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,3.4
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,CCOC(C)=O,3.6
Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CC#N,
CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CC#N,
Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,
COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,
COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CC#N,
Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,CC#N,
Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CS(C)=O,5.6
CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CS(C)=O,4.5
COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CS(C)=O,4.0
COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CS(C)=O,4.0
Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CS(C)=O,3.9
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,CS(C)=O,4.3
CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CC#N,6.7
CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(C)=O,7.34
CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,Cc1ccccc1,5.93
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CC#N,5.78
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(C)=O,7.07
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,Cc1ccccc1,4.24
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CC#N,6.67
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CS(C)=O,6.5
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,Cc1ccccc1,6.48
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CC#N,2.7
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(C)=O,6.7
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,Cc1ccccc1,4.0
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,CC#N,3.7
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,CS(C)=O,3.45
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,Cc1ccccc1,3.2
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CC#N,3.57
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CS(C)=O,3.72
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,Cc1ccccc1,4.41
CCCCCCCCCCN1C(=O)c2cc(NCCCOCCO)c3c4c(cc(NCCCOCCO)c(c24)C1=O)C(=O)N(CCCCCCCCCC)C3=O,ClC(Cl)Cl,9.7
CCCCCCCCCCN1C(=O)c2cc(NCCCOCCO)c3c4c(cc(NCCCOCCO)c(c24)C1=O)C(=O)N(CCCCCCCCCC)C3=O,CO,7.8
CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,O,4.4
CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,ClC(Cl)Cl,9.6
CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,CO,8.0
COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,O,4.3
COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,ClC(Cl)Cl,9.6
COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,CO,8.2
COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O,O,4.4
COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O,ClC(Cl)Cl,10.4
COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O,CO,8.4
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,ClCCl,153.4
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,OCC(F)(F)F,151.7
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,ClCCl,153.8
